run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,backbone_bucket
0012_d0bc4ae7,program_step0012_d0bc4ae7.py,eval_step0012_d0bc4ae7.json,0.7620173364854216,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a two-view labeled dataset and a weak-strong unlabeled dataset for training. The training strategy includes supervised contrastive loss, pseudo-labeling, and a teacher-student model approach to enhance performance with limited labeled data. Data augmentation techniques are utilized to improve model robustness.",False,True,4872,135,5007,CLIP only
0013_f327c7bf,program_step0013_f327c7bf.py,eval_step0013_f327c7bf.json,0.742789598108747,['ViT'],"['semi-supervised learning', 'contrastive loss', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'logit adjustment', 'distribution alignment']",7,yes,This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data to improve classification performance through techniques such as supervised contrastive loss and pseudo-labeling. The model is trained with various data augmentation strategies and utilizes a teacher-student approach for enhanced learning. The program also includes logit adjustment and distribution alignment methods to refine predictions.,False,True,5584,143,5727,CLIP only
0014_d3c408b4,program_step0014_d3c408b4.py,eval_step0014_d3c408b4.json,0.780929866036249,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student model', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a two-view labeled dataset and a weak-strong unlabeled dataset for training. The training strategy includes supervised contrastive loss, pseudo-labeling, and a teacher-student model for improved performance. Data augmentation techniques are utilized to enhance the model's robustness, and parameter-efficient finetuning methods are applied to adapt the model effectively.",False,True,5325,147,5472,CLIP only
0015_52abc619,program_step0015_52abc619.py,eval_step0015_52abc619.json,0.7840819542947203,['ViT'],"['semi-supervised learning', 'contrastive loss', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and pseudo-labeling techniques to improve model performance. The training process includes data augmentation strategies and a teacher-student model approach to enhance learning from unlabeled data. The program is designed to efficiently train the model while managing various loss components and hyperparameters.",False,True,5545,144,5689,CLIP only
0016_fc2abbda,program_step0016_fc2abbda.py,eval_step0016_fc2abbda.json,0.7908589440504334,['ViT'],"['semi-supervised learning', 'supervised contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student model', 'confidence weighting', 'distribution alignment', 'parameter-efficient finetuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing strong and weak augmentations for training. The model is trained with a supervised contrastive loss and incorporates a teacher-student mechanism for improved performance. Additionally, it includes techniques for confidence weighting and distribution alignment to enhance the learning process.",False,True,5115,147,5262,CLIP only
0017_ffb44ce7,program_step0017_ffb44ce7.py,eval_step0017_ffb44ce7.json,0.8156028368794326,['ViT'],"['semi-supervised learning', 'contrastive loss', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'logit adjustment', 'distribution alignment']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and pseudo-labeling techniques to enhance model performance. The training process includes data augmentation strategies and a teacher-student model approach for improved generalization. The program is designed to handle COCO dataset annotations for image classification tasks.",False,True,5441,140,5581,CLIP only
0019_d0b8589d,program_step0019_d0b8589d.py,eval_step0019_d0b8589d.json,0.7925925925925926,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a combination of supervised contrastive loss and pseudo-labeling strategies to leverage both labeled and unlabeled data. The model is trained with various data augmentation techniques and includes a teacher-student mechanism for improved performance. Additionally, it utilizes parameter-efficient finetuning methods to adapt the model effectively.",False,True,7896,138,8034,CLIP only
0020_035dc2bd,program_step0020_035dc2bd.py,eval_step0020_035dc2bd.json,0.5959022852639874,['ViT'],"['semi-supervised learning', 'contrastive loss', 'vicreg loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive and VICReg losses to enhance feature learning. The training process includes data augmentation strategies and a teacher-student model approach for improved performance. The model is designed for classification tasks with a focus on efficient training and adaptation.",False,True,5783,141,5924,CLIP only
0021_b2530b00,program_step0021_b2530b00.py,eval_step0021_b2530b00.json,0.7763593380614657,['ViT'],"['semi-supervised learning', 'contrastive loss', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'prototype learning', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data to improve classification performance through techniques such as supervised contrastive loss, pseudo-labeling, and prototype learning. The model is trained with various data augmentation strategies and utilizes a teacher-student approach to enhance learning from unlabeled samples.",False,True,6635,138,6773,CLIP only
0022_dbfcf1bf,program_step0022_dbfcf1bf.py,eval_step0022_dbfcf1bf.json,0.7739952718676123,['ViT'],"['semi-supervised learning', 'contrastive loss', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a combination of supervised contrastive loss and unsupervised methods like SWAV for effective training on labeled and unlabeled data. The model is enhanced with a teacher-student setup to improve performance, and various data augmentation techniques are utilized to increase robustness. The program is designed to handle COCO dataset annotations for image classification tasks.",False,True,6293,146,6439,CLIP only
0023_aef29c64,program_step0023_aef29c64.py,eval_step0023_aef29c64.json,0.7869188337273444,['ViT'],"['semi-supervised learning', 'contrastive loss', 'BYOL', 'data augmentation', 'pseudo-labeling', 'teacher-student model', 'parameter-efficient finetuning']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone for image classification. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and BYOL for feature learning. The model is trained with various data augmentation techniques and includes a teacher-student model setup for improved performance. Additionally, it incorporates parameter-efficient finetuning methods to adapt the model effectively.",False,True,5533,145,5678,CLIP only
0024_d8bc08ee,program_step0024_d8bc08ee.py,eval_step0024_d8bc08ee.json,0.7922773837667455,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and various data augmentation techniques to improve model performance. The training strategy includes a teacher-student setup for knowledge distillation, along with pseudo-labeling for unlabeled samples. The program is designed to efficiently train the model while leveraging limited labeled data.",False,True,5854,143,5997,CLIP only
0025_4a6fb44b,program_step0025_4a6fb44b.py,eval_step0025_4a6fb44b.json,0.7743104806934594,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'memory bank', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and a memory bank for improved feature learning. The training strategy includes teacher-student training, where a teacher model is updated based on the student's performance. Data augmentation techniques are applied to enhance the model's robustness, and parameter-efficient finetuning methods are used to adapt the model effectively.",False,True,6817,155,6972,CLIP only
0026_8d7b7d9c,program_step0026_8d7b7d9c.py,eval_step0026_8d7b7d9c.json,0.8063041765169425,['CLIP ViT'],"['LoRA', 'semi-supervised learning', 'masked-image consistency', 'supervised contrastive loss', 'pseudo-labeling', 'consistency regularization', 'data augmentation']",7,yes,"The program implements a semi-supervised learning pipeline using a CLIP ViT backbone with LoRA for parameter-efficient fine-tuning. It introduces a masked-image consistency branch to enhance the model's robustness to missing local evidence in aerial scene recognition. The training strategy includes labeled and unlabeled data with various consistency objectives and augmentation techniques, aiming to improve performance with limited labeled samples.",False,True,6354,140,6494,CLIP only
0027_d3ed6b5f,program_step0027_d3ed6b5f.py,eval_step0027_d3ed6b5f.json,0.7271867612293145,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'temporal consistency', 'teacher-student model', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and pseudo-labeling techniques to enhance model performance. The training process includes data augmentation strategies and a teacher-student model approach to improve predictions on unlabeled data. The program is designed to efficiently train the model while managing various hyperparameters for optimal learning.",False,True,5686,149,5835,CLIP only
0028_12b39c88,program_step0028_12b39c88.py,eval_step0028_12b39c88.json,0.7656422379826635,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'logit adjustment', 'masking']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and various data augmentation techniques. The training strategy includes a teacher-student model setup for improved performance, along with logit adjustment and masking techniques to enhance the learning process. The program is designed to handle both labeled and unlabeled datasets effectively.",False,True,5801,144,5945,CLIP only
0030_1cbb8e41,program_step0030_1cbb8e41.py,eval_step0030_1cbb8e41.json,0.7779353821907014,['ViT'],"['semi-supervised learning', 'contrastive loss', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a combination of labeled and unlabeled data, utilizing contrastive loss and pseudo-labeling strategies to enhance model performance. The training process includes data augmentation techniques and a teacher-student model approach to improve generalization. The program is designed to handle both labeled and unlabeled datasets effectively, optimizing the learning process through various regularization and consistency objectives.",False,True,6979,149,7128,CLIP only
0031_4124dff5,program_step0031_4124dff5.py,eval_step0031_4124dff5.json,0.7763593380614657,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of supervised contrastive loss and covariance alignment loss to enhance feature learning from both labeled and unlabeled data. The training process includes data augmentation techniques and a teacher-student model approach to improve performance. The model is designed for image classification tasks, leveraging labeled and unlabeled datasets effectively.",False,True,5754,144,5898,CLIP only
0032_205fdfdc,program_step0032_205fdfdc.py,eval_step0032_205fdfdc.json,0.8045705279747833,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of supervised contrastive loss and covariance alignment loss to enhance feature learning from both labeled and unlabeled data. The training process includes data augmentation strategies and a teacher-student model approach to improve performance. The model is designed for image classification tasks, leveraging labeled and unlabeled datasets effectively.",False,True,6249,144,6393,CLIP only
0034_6dd54743,program_step0034_6dd54743.py,eval_step0034_6dd54743.json,0.7021276595744681,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs a combination of labeled and unlabeled data to improve classification performance through various training strategies, including contrastive loss and covariance alignment. The model is fine-tuned using a teacher-student approach, where a teacher model is updated based on the student's predictions. Data augmentation techniques are applied to enhance the robustness of the model.",False,True,6757,149,6906,CLIP only
0036_142ff464,program_step0036_142ff464.py,eval_step0036_142ff464.json,0.802521670606777,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, hard negative margin loss, and covariance alignment loss. The model is trained on both labeled and unlabeled data, utilizing pseudo-labeling and teacher-student training techniques to enhance performance. Data augmentation is applied through weak and strong transformations to improve model robustness.",False,True,6515,145,6660,CLIP only
0038_3bddc3b9,program_step0038_3bddc3b9.py,eval_step0038_3bddc3b9.json,0.7922773837667455,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment loss, and pseudo-labeling to enhance performance with limited labeled data. The model is trained with both labeled and unlabeled datasets, utilizing data augmentation techniques to improve generalization. Additionally, it incorporates a teacher-student model approach for better predictions.",False,True,6703,140,6843,CLIP only
0039_7f0b7ad9,program_step0039_7f0b7ad9.py,eval_step0039_7f0b7ad9.json,0.7943262411347518,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment, and pseudo-labeling to enhance performance with limited labeled data. The model is trained with both labeled and unlabeled datasets, utilizing data augmentation techniques to improve generalization. Additionally, it incorporates a teacher-student paradigm for knowledge distillation, allowing for improved predictions on unlabeled samples.",False,True,7104,154,7258,CLIP only
0040_43dc8ca7,program_step0040_43dc8ca7.py,eval_step0040_43dc8ca7.json,0.7963750985027581,['ViT'],"['semi-supervised learning', 'contrastive loss', 'cutmix', 'pseudo-labeling', 'covariance alignment', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, cutmix augmentation, and a teacher-student model approach for improved performance. The framework is designed to handle both labeled and unlabeled data, leveraging pseudo-labeling and consistency objectives to enhance learning efficiency. Additionally, it incorporates parameter-efficient finetuning techniques to adapt the model for specific classification tasks.",False,True,7173,158,7331,CLIP only
0041_584139ab,program_step0041_584139ab.py,eval_step0041_584139ab.json,0.7653270291568164,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment, and pseudo-labeling to enhance model performance with limited labeled data. The model is trained with a combination of labeled and unlabeled datasets, utilizing data augmentation techniques to improve generalization. Additionally, it incorporates a teacher-student paradigm for knowledge distillation.",False,True,7694,148,7842,CLIP only
0042_d43b77c5,program_step0042_d43b77c5.py,eval_step0042_d43b77c5.json,0.7862884160756501,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment, and pseudo-labeling to enhance model performance with limited labeled data. The model is trained with a combination of labeled and unlabeled datasets, utilizing data augmentation techniques to improve generalization. Additionally, it incorporates parameter-efficient finetuning methods to adapt the model effectively.",False,True,7819,144,7963,CLIP only
0043_f2a49360,program_step0043_f2a49360.py,eval_step0043_f2a49360.json,0.8119779353821907,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'teacher-student training', 'logit adjustment', 'virtual adversarial training']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment, and virtual adversarial training. The model is trained on both labeled and unlabeled data, utilizing pseudo-labeling and teacher-student mechanisms to enhance performance. Data augmentation techniques are applied to improve model robustness.",False,True,7157,143,7300,CLIP only
0044_30ee444d,program_step0044_30ee444d.py,eval_step0044_30ee444d.json,0.7913317572892041,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'parameter-efficient finetuning']",6,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment loss, and pseudo-labeling to enhance performance with limited labeled data. The model is trained with a combination of labeled and unlabeled samples, utilizing data augmentation techniques to improve generalization. Additionally, it incorporates a teacher-student model approach for better feature learning.",False,True,7382,143,7525,CLIP only
0045_943b1750,program_step0045_943b1750.py,eval_step0045_943b1750.json,0.7922773837667455,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'cluster consistency', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment, and cluster consistency to enhance model performance with limited labeled data. The model is trained with both labeled and unlabeled samples, utilizing data augmentation techniques and a teacher-student paradigm for improved generalization. The program is designed to efficiently handle the training process while adapting to the number of classes dynamically.",False,True,7465,160,7625,CLIP only
0048_f3d81560,program_step0048_f3d81560.py,eval_step0048_f3d81560.json,0.698187549251379,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment loss, and pseudo-labeling to enhance performance with limited labeled data. The program also incorporates multiple data augmentation techniques and parameter-efficient finetuning methods to optimize the model's learning process.",False,True,7651,128,7779,CLIP only
0049_44facf72,program_step0049_44facf72.py,eval_step0049_44facf72.json,0.8086682427107958,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment loss, and a teacher-student model approach. The program utilizes data augmentation techniques and pseudo-labeling to enhance learning from unlabeled data. Additionally, it incorporates parameter-efficient finetuning methods to adapt the model for classification tasks.",False,True,6422,143,6565,CLIP only
0050_36420ebb,program_step0050_36420ebb.py,eval_step0050_36420ebb.json,0.7977935382190702,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'frequency perturbation']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment loss, and a teacher-student model approach. The program also utilizes data augmentation techniques and pseudo-labeling to enhance performance on labeled and unlabeled datasets. The model is designed to adaptively adjust its predictions based on the distribution of class probabilities.",False,True,7120,144,7264,CLIP only
0051_cec7e169,program_step0051_cec7e169.py,eval_step0051_cec7e169.json,0.8001576044129236,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'style transfer', 'data augmentation', 'pseudo-labeling', 'teacher-student training', 'parameter-efficient finetuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) model. It employs various training strategies including supervised contrastive loss, covariance alignment, and style transfer to enhance feature learning. The model is trained on both labeled and unlabeled data, utilizing pseudo-labeling and a teacher-student approach for improved performance. Data augmentation techniques are applied to strengthen the model's robustness.",False,True,6833,148,6981,CLIP only
0054_8ecec0b1,program_step0054_8ecec0b1.py,eval_step0054_8ecec0b1.json,0.8217494089834515,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'data augmentation', 'parameter-efficient finetuning']",6,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment, and pseudo-labeling to enhance model performance with limited labeled data. The program also incorporates data augmentation techniques and parameter-efficient finetuning methods to optimize the learning process.",False,True,7817,134,7951,CLIP only
0055_21a22c00,program_step0055_21a22c00.py,eval_step0055_21a22c00.json,0.808983451536643,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'pseudo-labeling', 'mixup', 'data augmentation', 'parameter-efficient finetuning']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including supervised contrastive loss, covariance alignment, and pseudo-labeling to enhance model performance with limited labeled data. The program also incorporates data augmentation techniques and parameter-efficient finetuning methods to optimize the model's learning process. The model is designed to handle both labeled and unlabeled datasets effectively.",False,True,7225,145,7370,CLIP only
0056_e7b63570,program_step0056_e7b63570.py,eval_step0056_e7b63570.json,0.6996059889676911,['ViT'],"['semi-supervised learning', 'contrastive loss', 'covariance alignment', 'mixup', 'data augmentation', 'teacher-student training', 'logit adjustment', 'pseudo-labeling']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs various training strategies including contrastive loss, covariance alignment, and mixup techniques to enhance model performance with limited labeled data. The framework also incorporates a teacher-student model approach for improved predictions and utilizes data augmentation techniques to increase robustness. The model is designed to handle both labeled and unlabeled datasets effectively.",False,True,7550,148,7698,CLIP only
